pathway,pval,padj,log2err,ES,NES,size,leadingEdge,direction,path_clean,signif
HALLMARK_COAGULATION,1.4307663064990321e-4,0.003197419129150273,0.5188480777437918,-0.44441674370718015,-1.8698414195039628,83,,Enriched in ΔHC,Coagulation,**
HALLMARK_HYPOXIA,1.957603548459351e-4,0.003197419129150273,0.5188480777437918,-0.3735312513161123,-1.7148471580030162,154,,Enriched in ΔHC,Hypoxia,**
HALLMARK_IL6_JAK_STAT3_SIGNALING,1.6894081694201135e-4,0.003197419129150273,0.5188480777437918,-0.45899720722393866,-1.9061018918453791,74,,Enriched in ΔHC,IL6 JAK STAT3 Signaling,**
HALLMARK_COMPLEMENT,5.268105607031395e-4,0.005162743494890767,0.47727081536286214,-0.3490319543146696,-1.6171808686720348,168,,Enriched in ΔHC,Complement,**
HALLMARK_INFLAMMATORY_RESPONSE,4.321751879102351e-4,0.005162743494890767,0.49849310876659025,-0.3564732637796963,-1.644245129996326,158,,Enriched in ΔHC,Inflammatory Response,**
HALLMARK_UV_RESPONSE_UP,0.0064476662925844735,0.05265594138943986,0.40701791892395395,-0.3316174107599086,-1.4975508202476207,129,,Enriched in ΔHC,UV response (Up),
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.010305699600794348,0.07213989720556044,0.3807304007227924,-0.3328474564428369,-1.4866452840713427,119,,Enriched in ΔHC,Epithelial Mesenchymal Transition,
HALLMARK_GLYCOLYSIS,0.01934753805674828,0.09480293647806658,0.35248785758361917,-0.299064829513467,-1.3794467620567386,158,,Enriched in ΔHC,Glycolysis,
HALLMARK_HEDGEHOG_SIGNALING,0.01832693182841173,0.09480293647806658,0.35248785758361917,-0.4771298051782441,-1.546882230514029,25,,Enriched in ΔHC,Hedgehog Signaling,
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.016656690852638767,0.09480293647806658,0.35248785758361917,-0.28527148749917475,-1.3485955224633572,199,,Enriched in ΔHC,Oxidative Phosphorylation,
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.029370960679663664,0.13083427939122905,0.35248785758361917,-0.2863523158163707,-1.339419021382781,184,,Enriched in ΔHC,TNF-α Signaling Via Nfkb,
HALLMARK_ALLOGRAFT_REJECTION,0.04005524861878453,0.14019337016574587,0.26635065708852557,-0.28302027919418765,-1.3139267367930472,173,,Enriched in ΔHC,Allograft Rejection,
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03591160220994475,0.14019337016574587,0.28201335001172506,-0.29911139730870046,-1.3648987139353899,142,,Enriched in ΔHC,Estrogen Response Late,
HALLMARK_P53_PATHWAY,0.03825136612021858,0.14019337016574587,0.27128855468895297,-0.279218663069704,-1.301874089947737,178,,Enriched in ΔHC,P53 Pathway,
HALLMARK_HEME_METABOLISM,0.05263157894736842,0.1719298245614035,0.23112670967383428,-0.27897011495631757,-1.2956728013247298,175,,Enriched in ΔHC,Heme Metabolism,
HALLMARK_KRAS_SIGNALING_UP,0.06013986013986014,0.18417832167832168,0.21654283673534816,-0.2857220224520736,-1.300773099839411,140,,Enriched in ΔHC,Kras Signaling Up,
HALLMARK_ADIPOGENESIS,0.07240437158469945,0.1867270635605407,0.19381330272531053,-0.26781163852393075,-1.2486881404976717,178,,Enriched in ΔHC,Adipogenesis,
HALLMARK_FATTY_ACID_METABOLISM,0.07142857142857142,0.1867270635605407,0.19782202131510335,-0.2835245237769216,-1.2870035968624502,134,,Enriched in ΔHC,Fatty Acid Metabolism,
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06512890094979647,0.1867270635605407,0.20429475651688608,-0.2649597423141734,-1.2447915438736046,192,,Enriched in ΔHC,Interferon Gamma Response,
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08206686930091185,0.20106382978723406,0.27650059925447157,0.2683176154080432,1.285951634701006,96,,Enriched in ΔSX,Interferon Alpha Response,
HALLMARK_XENOBIOTIC_METABOLISM,0.0917941585535466,0.21418636995827542,0.1723243449009459,-0.27295343531258387,-1.2438850389995197,141,,Enriched in ΔHC,Xenobiotic Metabolism,
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1076923076923077,0.23986013986013985,0.16693384871319314,-0.3134920855143367,-1.283696364260625,67,,Enriched in ΔHC,Cholesterol Homeostasis,
HALLMARK_ANGIOGENESIS,0.13915857605177995,0.2622603933283545,0.14920754243532175,-0.40700566306724456,-1.2982169650802857,22,,Enriched in ΔHC,Angiogenesis,
HALLMARK_APOPTOSIS,0.1329639889196676,0.2622603933283545,0.14040623852334236,-0.26209592477688193,-1.1970627069095585,144,,Enriched in ΔHC,Apoptosis,
HALLMARK_G2M_CHECKPOINT,0.13503649635036497,0.2622603933283545,0.2343926472946861,0.216826719466493,1.144428466598583,189,,Enriched in ΔSX,G2m Checkpoint,
HALLMARK_IL2_STAT5_SIGNALING,0.13132694938440492,0.2622603933283545,0.14040623852334236,-0.25474829585926734,-1.1898480027312779,180,,Enriched in ΔHC,Il2 Stat5 Signaling,
HALLMARK_APICAL_JUNCTION,0.18421052631578946,0.32024757617728533,0.11673920479122178,-0.2524034054267412,-1.1527943595099193,144,,Enriched in ΔHC,Apical Junction,
HALLMARK_E2F_TARGETS,0.19540229885057472,0.32024757617728533,0.19782202131510335,0.2096059688866282,1.1061594592266828,193,,Enriched in ΔSX,E2f Targets,
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.20914127423822715,0.32024757617728533,0.10839425585339667,-0.24888661932797312,-1.1367322498430217,144,,Enriched in ΔHC,Estrogen Response Early,
HALLMARK_MITOTIC_SPINDLE,0.2074074074074074,0.32024757617728533,0.1882041463084906,0.20856589584373667,1.100318384198695,190,,Enriched in ΔSX,Mitotic Spindle,
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.17701863354037267,0.32024757617728533,0.18643255843407516,0.23757574345068522,1.1535223662241987,108,,Enriched in ΔSX,Unfolded Protein Response,
HALLMARK_UV_RESPONSE_DN,0.19814241486068113,0.32024757617728533,0.17520404755855126,0.23023683884829999,1.122914827983567,111,,Enriched in ΔSX,UV response (Dn),
HALLMARK_MYOGENESIS,0.22708039492242596,0.33717998033935975,0.10434395258194858,-0.24982070671431694,-1.126809056064582,127,,Enriched in ΔHC,Myogenesis,
HALLMARK_PROTEIN_SECRETION,0.37349397590361444,0.5382707299787385,0.12154328203546907,0.21551806864868367,1.0279810185775187,91,,Enriched in ΔSX,Protein Secretion,
HALLMARK_PEROXISOME,0.4636363636363636,0.649090909090909,0.06879430956047748,-0.23509698019148625,-0.995043175846848,88,,Enriched in ΔHC,Peroxisome,
HALLMARK_KRAS_SIGNALING_DN,0.4785276073619632,0.6513292433537833,0.06783382634794552,-0.23375795173131197,-0.9854582885920465,87,,Enriched in ΔHC,Kras Signaling Dn,
HALLMARK_MYC_TARGETS_V1,0.5057915057915058,0.6698319941563184,0.11776578836269024,0.18631069658813618,0.9898503490934581,200,,Enriched in ΔSX,Myc Targets V1,
HALLMARK_NOTCH_SIGNALING,0.5843520782396088,0.7158312958435208,0.0815265143256594,0.25116740969833357,0.9083566581303517,28,,Enriched in ΔSX,Notch Signaling,
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.5653495440729484,0.7158312958435208,0.09560314922043013,0.19705698675288452,0.9412087377647025,92,,Enriched in ΔSX,Pi3k AKT mTOR Signaling,
HALLMARK_TGF_BETA_SIGNALING,0.5741324921135647,0.7158312958435208,0.06037863579204014,-0.24002074529959855,-0.9286814177736635,50,,Enriched in ΔHC,Tgf Beta Signaling,
HALLMARK_MYC_TARGETS_V2,0.6264044943820225,0.7486297615785147,0.08528846897905017,0.21679370715309068,0.9192776332554506,58,,Enriched in ΔSX,Myc Targets V2,
HALLMARK_DNA_REPAIR,0.6616022099447514,0.7718692449355433,0.047638725929082505,-0.1998525268593304,-0.9175259749873413,148,,Enriched in ΔHC,Dna Repair,
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.7080103359173127,0.8068024758127517,0.07436253844225256,0.22798630887370716,0.871179903759018,37,,Enriched in ΔSX,Wnt β-Catenin Signaling,
HALLMARK_ANDROGEN_RESPONSE,0.7378787878787879,0.8205128205128205,0.04688198568783333,-0.20542916514625525,-0.869206716139935,89,,Enriched in ΔHC,Androgen Response,
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.7535321821036107,0.8205128205128205,0.04754341942013011,-0.22038502279672367,-0.8513682294769589,49,,Enriched in ΔHC,Reactive Oxygen Species Pathway,
HALLMARK_APICAL_SURFACE,0.8609756097560975,0.9074617920287683,0.061840603575328466,0.20036838578143157,0.7331987897037521,30,,Enriched in ΔSX,Apical Surface,
HALLMARK_SPERMATOGENESIS,0.8704225352112676,0.9074617920287683,0.06831108583186465,0.1759679929998056,0.7881803250752888,70,,Enriched in ΔSX,Spermatogenesis,
HALLMARK_BILE_ACID_METABOLISM,0.9924357034795764,1,0.03308941614543766,-0.14792835112188188,-0.6188994969603177,79,,Enriched in ΔHC,Bile Acid Metabolism,
HALLMARK_MTORC1_SIGNALING,1,1,0.07687367341265418,0.1300840116435807,0.68649600361109,193,,Enriched in ΔSX,Mtorc1 Signaling,
