pathway,pval,padj,log2err,ES,NES,size,leadingEdge,direction,path_clean,signif
HALLMARK_TNFA_SIGNALING_VIA_NFKB,1.2354204670593503e-12,6.053560288590816e-11,0.9101197347744591,0.4535448045886242,2.3851642140192797,191,,Enriched in ΔSX,TNF-α Signaling Via Nfkb,***
HALLMARK_ADIPOGENESIS,5.56983091317012e-7,1.3646085737266795e-5,0.6594443980379349,-0.4065019189387553,-1.9573649707095724,178,,Enriched in ΔHC,Adipogenesis,***
HALLMARK_G2M_CHECKPOINT,2.325376568309522e-5,3.798115061572219e-4,0.5756102610711286,0.32606718429855275,1.7175217168127463,192,,Enriched in ΔSX,G2m Checkpoint,***
HALLMARK_FATTY_ACID_METABOLISM,4.087066632381937e-5,5.006656624667872e-4,0.557332238758646,-0.3892855304216913,-1.8072954156201335,135,,Enriched in ΔHC,Fatty Acid Metabolism,***
HALLMARK_GLYCOLYSIS,5.9846302097830485e-5,5.864937605587388e-4,0.557332238758646,-0.37374254222032127,-1.7751045775099679,162,,Enriched in ΔHC,Glycolysis,***
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1.9486023222033084e-4,0.0015913585631327017,0.5188480777437918,-0.34968882713357513,-1.7015988612874078,199,,Enriched in ΔHC,Oxidative Phosphorylation,**
HALLMARK_XENOBIOTIC_METABOLISM,5.316021991388952e-4,0.003721215393972266,0.47727081536286214,-0.3704847813617429,-1.7250556785888138,141,,Enriched in ΔHC,Xenobiotic Metabolism,**
HALLMARK_COMPLEMENT,9.851619082602574e-4,0.0060341166880940765,0.45505986738722953,-0.3435728711248996,-1.6418637606378879,171,,Enriched in ΔHC,Complement,**
HALLMARK_APICAL_JUNCTION,0.001944727005164116,0.010587958139226854,0.45505986738722953,-0.3363843159604845,-1.5674721269611114,142,,Enriched in ΔHC,Apical Junction,*
HALLMARK_PROTEIN_SECRETION,0.002939474206793604,0.014403423613288661,0.4317076958033464,-0.38089126340513296,-1.6685232410451953,91,,Enriched in ΔHC,Protein Secretion,*
HALLMARK_PEROXISOME,0.004644189532226273,0.020687753370826126,0.40701791892395395,-0.3621716501523291,-1.5698829870565254,88,,Enriched in ΔHC,Peroxisome,*
HALLMARK_MITOTIC_SPINDLE,0.00748962787274009,0.03058264714702203,0.40701791892395395,0.2629543326783933,1.3850819667017582,192,,Enriched in ΔSX,Mitotic Spindle,*
HALLMARK_BILE_ACID_METABOLISM,0.009778628882306701,0.0368579088640791,0.3807304007227924,-0.36307291767243893,-1.5490736899087238,78,,Enriched in ΔHC,Bile Acid Metabolism,*
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.015621120431965268,0.054673921511878436,0.3807304007227924,0.30041184783454744,1.443864888401322,109,,Enriched in ΔSX,Unfolded Protein Response,
HALLMARK_KRAS_SIGNALING_UP,0.016783610336401973,0.05482646043224645,0.35248785758361917,-0.3121077465432685,-1.4561133989565376,143,,Enriched in ΔHC,Kras Signaling Up,
HALLMARK_P53_PATHWAY,0.02121548877314431,0.06497243436775445,0.35248785758361917,0.25748942113397927,1.3397831358873429,180,,Enriched in ΔSX,P53 Pathway,
HALLMARK_E2F_TARGETS,0.024695042815440525,0.07117982929156387,0.35248785758361917,0.248368544379846,1.310186040048059,194,,Enriched in ΔSX,E2f Targets,
HALLMARK_MYC_TARGETS_V2,0.03855259113319633,0.10057074050062234,0.3217759180753611,0.33375904774214504,1.41749719043003,58,,Enriched in ΔSX,Myc Targets V2,
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.03899681774513927,0.10057074050062234,0.3217759180753611,-0.3922667559602745,-1.5120690707830466,49,,Enriched in ΔHC,Reactive Oxygen Species Pathway,
HALLMARK_TGF_BETA_SIGNALING,0.071501293393017,0.16683635125037302,0.2878051305355643,0.3307106884619392,1.3596336906027717,50,,Enriched in ΔSX,Tgf Beta Signaling,
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07046288757596796,0.16683635125037302,0.2878051305355643,0.3621987166305312,1.3891980090571638,36,,Enriched in ΔSX,Wnt β-Catenin Signaling,
HALLMARK_SPERMATOGENESIS,0.10666666666666667,0.23757575757575758,0.22496609354031374,0.27136013036892415,1.2141848854865847,72,,Enriched in ΔSX,Spermatogenesis,
HALLMARK_DNA_REPAIR,0.13975155279503104,0.2853260869565217,0.2114001893849227,0.2332725999149431,1.175369638452127,146,,Enriched in ΔSX,Dna Repair,
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.13395638629283488,0.2853260869565217,0.21654283673534816,0.2333985979273388,1.176727272415874,147,,Enriched in ΔSX,Estrogen Response Early,
HALLMARK_ALLOGRAFT_REJECTION,0.15474452554744525,0.28990651993846883,0.13284630060618333,-0.24393851344573378,-1.1701858060838053,175,,Enriched in ΔHC,Allograft Rejection,
HALLMARK_COAGULATION,0.1597444089456869,0.28990651993846883,0.1372507796101328,-0.27641517624803197,-1.1872250057466442,84,,Enriched in ΔHC,Coagulation,
HALLMARK_MTORC1_SIGNALING,0.15239477503628446,0.28990651993846883,0.13355495455759195,-0.2396738349752463,-1.1626878718220373,195,,Enriched in ΔHC,Mtorc1 Signaling,
HALLMARK_IL2_STAT5_SIGNALING,0.17363344051446947,0.30385852090032156,0.19189224038483796,0.21552847163003647,1.1219127292461795,179,,Enriched in ΔSX,Il2 Stat5 Signaling,
HALLMARK_ESTROGEN_RESPONSE_LATE,0.19705882352941176,0.3218627450980392,0.11623414877971643,-0.24361328637558055,-1.1442692726782235,146,,Enriched in ΔHC,Estrogen Response Late,
HALLMARK_UV_RESPONSE_UP,0.19411764705882353,0.3218627450980392,0.1723243449009459,0.22778612522529557,1.1306657185059046,132,,Enriched in ΔSX,UV response (Up),
HALLMARK_HYPOXIA,0.2168141592920354,0.33977440828402367,0.11012226383553594,-0.23879580761589278,-1.1276237429433082,156,,Enriched in ΔHC,Hypoxia,
HALLMARK_MYOGENESIS,0.22189349112426035,0.33977440828402367,0.1608014010700223,0.22279157860119853,1.0982629498809098,128,,Enriched in ΔSX,Myogenesis,
HALLMARK_ANDROGEN_RESPONSE,0.2591414944356121,0.38478585537409066,0.1035763266125924,-0.2530358659255275,-1.101050234599864,89,,Enriched in ΔHC,Androgen Response,
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.26744186046511625,0.38543091655266754,0.09624060232812902,-0.22478368261292156,-1.08948098253258,192,,Enriched in ΔHC,Interferon Gamma Response,
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.3028391167192429,0.42397476340694007,0.09374654224917187,-0.25713396079827927,-1.085055747233948,74,,Enriched in ΔHC,IL6 JAK STAT3 Signaling,
HALLMARK_HEME_METABOLISM,0.3124087591240876,0.4252230332522304,0.08756971155485113,-0.2234003244084844,-1.0716630392005773,175,,Enriched in ΔHC,Heme Metabolism,
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.3553459119496855,0.47059323474417813,0.08455574424412811,-0.2381040468427726,-1.0488126856484914,93,,Enriched in ΔHC,Pi3k AKT mTOR Signaling,
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.39236641221374047,0.492973184576238,0.07767985601172364,-0.22613354848825273,-1.033381239051049,119,,Enriched in ΔHC,Epithelial Mesenchymal Transition,
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.3878504672897196,0.492973184576238,0.07934349601349727,-0.23270217746022592,-1.0300815543928226,96,,Enriched in ΔHC,Interferon Alpha Response,
HALLMARK_MYC_TARGETS_V1,0.4769736842105263,0.5842927631578948,0.11101149245045029,0.18982593028335812,0.9988749478719784,200,,Enriched in ΔSX,Myc Targets V1,
HALLMARK_APOPTOSIS,0.525,0.6146161934805469,0.06130260753962072,-0.20713890408123994,-0.9729464539589395,146,,Enriched in ΔHC,Apoptosis,
HALLMARK_INFLAMMATORY_RESPONSE,0.526813880126183,0.6146161934805469,0.10208010766274725,0.18881937869983612,0.9716431044495837,164,,Enriched in ΔSX,Inflammatory Response,
HALLMARK_UV_RESPONSE_DN,0.5803030303030303,0.6612755461592671,0.05797547575714859,-0.20631562527089986,-0.9403639159805904,114,,Enriched in ΔHC,UV response (Dn),
HALLMARK_NOTCH_SIGNALING,0.7329931972789115,0.8162878787878787,0.052482762263545854,-0.24418891395688644,-0.8311534026417804,28,,Enriched in ΔHC,Notch Signaling,
HALLMARK_APICAL_SURFACE,0.7885906040268457,0.8421352151149557,0.04850598364694698,-0.22961813001411085,-0.787889146365692,29,,Enriched in ΔHC,Apical Surface,
HALLMARK_HEDGEHOG_SIGNALING,0.7905759162303665,0.8421352151149557,0.05019342526494341,-0.2349967859335009,-0.7805418670010613,25,,Enriched in ΔHC,Hedgehog Signaling,
HALLMARK_ANGIOGENESIS,0.8571428571428571,0.8928888888888888,0.05934876803356285,0.21057583961871523,0.7248221600683858,24,,Enriched in ΔSX,Angiogenesis,
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.8746666666666667,0.8928888888888888,0.06538341954687732,0.18298311142545615,0.8004702007537788,67,,Enriched in ΔSX,Cholesterol Homeostasis,
HALLMARK_KRAS_SIGNALING_DN,0.9662921348314607,0.9662921348314607,0.03714792211372885,-0.16405091352499673,-0.7091131773274081,87,,Enriched in ΔHC,Kras Signaling Dn,
