pathway,pval,padj,log2err,ES,NES,size,leadingEdge,direction,path_clean,signif
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,4.3013953918817243e-7,2.1334921143733354e-4,0.674962860011025,0.5183928056932933,2.1368144041534514,75,,Enriched in ΔSX,Reactome Binding And Uptake Of Ligands By Scavenger Receptors,***
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,4.2327283407129097e-7,2.1334921143733354e-4,0.674962860011025,0.5667130776519635,2.204505508473781,59,,Enriched in ΔSX,Reactome Scavenging Of Heme From Plasma,***
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,1.7344788665301711e-6,5.7353434519931e-4,0.6435518361507222,0.5298518520544782,2.1191261245555904,65,,Enriched in ΔSX,Reactome Initial Triggering Of Complement,***
REACTOME_COMPLEMENT_CASCADE,3.4126966121376407e-6,6.770790078481079e-4,0.6272567397185284,0.4859550552386099,2.049094973616625,82,,Enriched in ΔSX,Reactome Complement Cascade,***
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,3.3287751414536058e-6,6.770790078481079e-4,0.6272567397185284,0.5562736041841234,2.155010382741797,58,,Enriched in ΔSX,Reactome Creation Of C4 And C2 Activators,***
REACTOME_FCGR_ACTIVATION,4.543116925498988e-6,7.511286650158328e-4,0.610526878385931,0.5267322903387601,2.099160189315321,64,,Enriched in ΔSX,Reactome Fcgr Activation,***
REACTOME_CD22_MEDIATED_BCR_REGULATION,4.4529220579496224e-5,0.00631042668783718,0.557332238758646,0.5157566514323549,1.9899660617643975,56,,Enriched in ΔSX,Reactome Cd22 Mediated Bcr Regulation,**
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,7.186103965298262e-5,0.008910768916969845,0.5384340963099162,0.44606097393135963,1.8627020651839883,80,,Enriched in ΔSX,Reactome Fceri Mediated Mapk Activation,**
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,8.306501175380853e-5,0.009155610184419785,0.5384340963099162,0.48040770985259573,1.9213758042727096,65,,Enriched in ΔSX,Reactome Role Of Lat2 Ntal Lab On Calcium Mobilization,**
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,2.0329631889477113e-4,0.020166994834361296,0.5188480777437918,0.5634511187594602,1.9518224954638728,33,,Enriched in ΔSX,Reactome Collagen Biosynthesis And Modifying Enzymes,*
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,2.749082455269223e-4,0.02336665454580406,0.49849310876659025,0.3843839241398997,1.6895586654892365,116,,Enriched in ΔSX,Reactome Anti Inflammatory Response Favouring Leishmania Parasite Infection,*
REACTOME_PARASITE_INFECTION,2.8266114369924263e-4,0.02336665454580406,0.49849310876659025,0.3842262935058912,1.6687943623807675,109,,Enriched in ΔSX,Reactome Parasite Infection,*
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,3.3196875659790746e-4,0.025331769734240322,0.49849310876659025,0.6623977498063482,1.984233481955592,19,,Enriched in ΔSX,Reactome Collagen Chain Trimerization,*
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,4.3961336295224426e-4,0.031149746860616168,0.49849310876659025,0.3449535130879493,1.6272694474342841,184,,Enriched in ΔSX,Reactome Extracellular Matrix Organization,*
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,5.128569822125188e-4,0.033916941756987916,0.47727081536286214,0.4292401191874238,1.748029497156336,72,,Enriched in ΔSX,Reactome Degradation Of The Extracellular Matrix,*
REACTOME_SIGNALING_BY_PDGF,6.010943898015286e-4,0.03726785216769477,0.47727081536286214,0.5088364909565511,1.8522469292503325,43,,Enriched in ΔSX,Reactome Signaling By Pdgf,*
REACTOME_MRNA_SPLICING,7.490873981165075e-4,0.043711452878327964,0.47727081536286214,0.3102672058597291,1.5072843948168804,211,,Enriched in ΔSX,Reactome Mrna Splicing,*
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,8.209040412398696e-4,0.045240933828330596,0.47727081536286214,0.40496358575730385,1.6995625327273602,81,,Enriched in ΔSX,Reactome Antigen Activates B Cell Receptor Bcr Leading To Generation Of Second Messengers,*
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,9.266491519614705e-4,0.048380839933988354,0.47727081536286214,0.40048964559127465,1.6724011593142982,80,,Enriched in ΔSX,Reactome Fceri Mediated Ca 2 Mobilization,*
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,0.0012229596102541125,0.06065879666860398,0.45505986738722953,0.4106832491939956,1.6957494064044953,76,,Enriched in ΔSX,Reactome Role Of Phospholipids In Phagocytosis,
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,0.0016622208554935732,0.07852014707855355,0.45505986738722953,-0.4098819215914172,-1.6969184992225705,74,,Enriched in ΔHC,Reactome Biosynthesis Of The N Glycan Precursor Dolichol Lipid Linked Oligosaccharide Llo And Transfer To A Nascent Protein,
REACTOME_COLLAGEN_FORMATION,0.0019151374563735463,0.08635528894193445,0.45505986738722953,0.4580895326687098,1.698692617128278,47,,Enriched in ΔSX,Reactome Collagen Formation,
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,0.0021170353006341436,0.09130865296648133,0.4317076958033464,0.3877231419873983,1.6260413106286913,85,,Enriched in ΔSX,Reactome Fcgr3a Mediated Il10 Synthesis,
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION,0.0022907894736024907,0.09468596490890295,0.4317076958033464,0.3534701396340709,1.5550233219034604,117,,Enriched in ΔSX,Reactome Fceri Mediated Nf Kb Activation,
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,0.0027178380614469666,0.10784381427821564,0.4317076958033464,0.5093030325609197,1.7524414843512277,32,,Enriched in ΔSX,Reactome Assembly Of Collagen Fibrils And Other Multimeric Structures,
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.0028907759811746267,0.11029422205097038,0.4317076958033464,0.2947571336314833,1.4319361485614035,211,,Enriched in ΔSX,Reactome Platelet Activation Signaling And Aggregation,
REACTOME_REGULATED_NECROSIS,0.0030032265957754354,0.11034076974108266,0.4317076958033464,0.4220838993828635,1.6285444553287358,56,,Enriched in ΔSX,Reactome Regulated Necrosis,
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,0.0033398127745227196,0.1183247954402335,0.4317076958033464,0.3313651051214212,1.5005411019037205,135,,Enriched in ΔSX,Reactome Fcgamma Receptor Fcgr Dependent Phagocytosis,
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0.003841994605715938,0.13142271203000724,0.4317076958033464,0.31949925454445344,1.4591275315323027,148,,Enriched in ΔSX,Reactome Signaling By The B Cell Receptor Bcr,
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.004211728438468598,0.13572974648482622,0.40701791892395395,0.5371165737580712,1.797515855063592,29,,Enriched in ΔSX,Reactome Antigen Presentation Folding Assembly And Peptide Loading Of Class I Mhc,
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.004371269799331576,0.13572974648482622,0.40701791892395395,0.3287624514370488,1.504456438347847,150,,Enriched in ΔSX,Reactome Cell Surface Interactions At The Vascular Wall,
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,0.004378378918865362,0.13572974648482622,0.40701791892395395,-0.4869627721625416,-1.7526821272521107,37,,Enriched in ΔHC,Reactome Ion Transport By P Type Atpases,
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,0.005118968334580062,0.15387929054252794,0.40701791892395395,0.3265882590124713,1.4853482986883138,143,,Enriched in ΔSX,Reactome Potential Therapeutics For Sars,
REACTOME_ECM_PROTEOGLYCANS,0.0054423241080865815,0.158787809271232,0.40701791892395395,0.4813729627168487,1.7167091479548637,37,,Enriched in ΔSX,Reactome Ecm Proteoglycans,
REACTOME_COLLAGEN_DEGRADATION,0.005801944057967047,0.16240395474483932,0.40701791892395395,0.47867094539213795,1.6851289832613654,35,,Enriched in ΔSX,Reactome Collagen Degradation,
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,0.0058936919060627166,0.16240395474483932,0.40701791892395395,-0.6051813887966898,-1.7264495908484716,16,,Enriched in ΔHC,Reactome Synthesis Of Pips At The Early Endosome Membrane,
REACTOME_MEIOSIS,0.006150357033818195,0.16489605885263917,0.40701791892395395,0.3662978397895402,1.5098791720803182,75,,Enriched in ΔSX,Reactome Meiosis,
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,0.0069182659485831,0.18060315318406409,0.40701791892395395,0.31103725783403446,1.4337743188446466,156,,Enriched in ΔSX,Reactome Tcf Dependent Signaling In Response To Wnt,
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,0.0083233510322454109,0.2105410442655761,0.3807304007227924,0.37720750709865225,1.5328736212745253,70,,Enriched in ΔSX,Reactome Diseases Of Programmed Cell Death,
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,0.008489558236515165,0.2105410442655761,0.3807304007227924,0.34386249790704493,1.474257664698621,102,,Enriched in ΔSX,Reactome Response To Elevated Platelet Cytosolic Ca2,
REACTOME_MEIOTIC_SYNAPSIS,0.009235107350241958,0.22344454857170787,0.3807304007227924,0.42842643986214946,1.5984403393114346,49,,Enriched in ΔSX,Reactome Meiotic Synapsis,
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,0.010643421207435912,0.2513874723280101,0.3807304007227924,0.3524565519137739,1.4961067675818545,91,,Enriched in ΔSX,Reactome Oxidative Stress Induced Senescence,
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,0.011234214922042742,0.25917072564340465,0.3807304007227924,-0.5777486355208316,-1.6481899705995358,16,,Enriched in ΔHC,Reactome Diseases Associated With Glycosylation Precursor Biosynthesis,
