symbol,gene_id,logFC,AveExpr,t,P.Value,adj.P.Val,B
IQSEC3,ENSG00000120645,-4.137302949280124,-0.5275409389567702,-20.31480983988002,6.064134654227501e-5,0.5660244048081182,6.555978575145085
IGHV4-30-2,ENSG00000231475,4.321387425591183,-1.5646650095829049,8.746060107079968,1.2279930319267614e-4,0.5660244048081182,0.03076670490046496
SPTBN4,ENSG00000160460,7.398071810719986,-0.637857065791692,8.58932829861555,1.3254886775077544e-4,0.5660244048081182,-0.70523453082038845
LOXL2,ENSG00000134013,2.6461221068027023,1.3250963141908565,8.400616707677264,1.355341286580349e-4,0.5660244048081182,-0.06898931037604061
GTF2H4,ENSG00000236895,8.859247152775605,-1.5677986327624296,5.770078166639855,1.8013163692939322e-4,0.6018197989811027,0.05731681997622662
RUSC1-AS1,ENSG00000225855,-3.30574441617613,-0.16996854268401418,-5.328304456191473,3.3372591772480603e-4,0.70140626613658,-0.45231671852444766
ERBB3,ENSG00000065361,-3.11321252326141,-0.896334956526433,-7.132200313834933,3.8444243947490414e-4,0.70140626613658,-0.4917132479866515
CSNK2B,ENSG00000224398,7.015221011932782,-2.150074351128184,6.933703161351278,4.4978802619681567e-4,0.70140626613658,-0.6838067479252361
ENSG00000260329,ENSG00000260329,-2.5531911213939424,-0.5060255756348103,-6.907980963592653,4.605850087582548e-4,0.70140626613658,-0.5493693930647021
ENSG00000290737,ENSG00000290737,-3.6854370753928136,0.3635041139648412,-5.01603452378466,5.247342323808885e-4,0.70140626613658,-0.6663906354028466
ENSG00000273174,ENSG00000273174,2.648699463996622,0.7825804235109085,6.7343781754071,5.400764335780297e-4,0.70140626613658,-0.1316177531432503
CCT6B,ENSG00000132141,2.4345252438920726,-0.07530934109432644,8.140726187553556,5.478862730998936e-4,0.70140626613658,0.5782323543813099
GRAMD1C,ENSG00000178075,3.1941271427255296,0.41444014165503484,7.507180688186746,5.580038023787198e-4,0.70140626613658,0.23534617445346573
ENSG00000286285,ENSG00000286285,-3.070381085886192,-0.9536288796463059,-6.420259433347092,6.913705373395275e-4,0.70140626613658,-0.7136873651022029
BTBD19,ENSG00000222009,2.13038308298653,1.0876997970862854,7.676143503961483,7.205391063045157e-4,0.70140626613658,0.398781216516336
ENSG00000285791,ENSG00000285791,-5.184631577409666,-0.873042157984338,-6.2452416798517065,8.446109803852065e-4,0.70140626613658,-1.1401322089732648
DUBR,ENSG00000243701,3.4107874064392236,0.1750362342203673,8.6187039913365,9.667501579595046e-4,0.70140626613658,1.6983179142697757
GNA11,ENSG00000088256,1.5175380685642597,2.746945390186178,7.9729479968237795,0.0010036575160005691,0.70140626613658,0.9200733021423435
GCSH,ENSG00000140905,-2.968513549317681,0.6875234123551867,-4.470740610377681,0.00119594140226811,0.70140626613658,-1.2206386622373362
LOC105369250,ENSG00000255052,2.9386199622781106,0.5873268814981912,6.553665219609359,0.0013202958125747006,0.70140626613658,0.011953265211729125
LOC102724594,ENSG00000275895,-7.420034472747781,4.820557015842342,-4.404221624461699,0.0013261945992610223,0.70140626613658,-2.4259145303494463
ENSG00000272669,ENSG00000272669,2.263672889803405,0.7559655404973074,6.3731267863497045,0.001338215571804776,0.70140626613658,-0.28088349648489785
SLC22A31,ENSG00000259803,4.486496009657941,-0.48621285250335916,5.32196065704045,0.001359571584198357,0.70140626613658,-1.5455577257493016
RALY-AS1,ENSG00000285230,-2.464299485502547,0.8612254428394779,-7.5664203174158216,0.001408945304881204,0.70140626613658,0.8115997701338467
TFPT,ENSG00000276504,-6.567109860590949,-2.5100295058813322,-6.648900626843557,0.0014733133213093393,0.70140626613658,-1.5947998848581761
TBC1D19,ENSG00000109680,-2.7881899673834027,0.7338025435377808,-5.667676219630758,0.001553280221726274,0.70140626613658,-1.5042361174914576
PSMB9,ENSG00000240118,-5.204606368206662,-1.7490864686362366,-5.47325496426554,0.001577332842864092,0.70140626613658,-1.2757567051362413
ENSG00000281078,ENSG00000281078,-2.796120033491978,-1.6523696697829808,-7.397678342858536,0.0016159336743565014,0.70140626613658,0.6797553121492097
APOLD1,ENSG00000178878,-2.6066459410291016,0.8179936289052071,-6.474678497897223,0.0017210947014460862,0.70140626613658,-0.1000006796959303
ENSG00000260879,ENSG00000260879,1.8311455407330584,-0.0286944934132345,6.541030186219731,0.0017318133893371582,0.70140626613658,1.5864049137743539
ENSG00000281162,ENSG00000281162,3.4165408429257984,0.35471257815270846,5.6404615498273465,0.0018193852204557142,0.70140626613658,-0.7098900606949208
ENSG00000255422,ENSG00000255422,1.7734041634771769,-0.3692763189976031,5.496070142382133,0.0019570634401114887,0.70140626613658,-0.8461947629832869
FAM171A2,ENSG00000161682,2.3301714611462736,-0.9270975074466539,6.297885494531254,0.0020805345948699196,0.70140626613658,-0.2320257974357176
ENSG00000289613,ENSG00000289613,-6.016911283690593,-2.7986118655919214,-5.7059540378595965,0.002117192014500501,0.70140626613658,-1.273839002071825
ENSG00000293465,ENSG00000293465,-3.722626176660391,-0.2123458501708807,-5.038904949231146,0.00214216814394602,0.70140626613658,-1.5896762023791613
EPM2A-DT,ENSG00000235652,-4.003562490756697,0.24833049201020713,-5.109277203995195,0.002158339242070636,0.70140626613658,-1.6378181020140499
ZNF100,ENSG00000274746,9.140657689660536,-3.3654201233144443,4.092126652877179,0.0021716087159605038,0.70140626613658,-1.3715177851086437
POLR3D,ENSG00000168495,-1.1624995725520957,4.482567369527179,-6.964313860403966,0.0022922951402901473,0.70140626613658,0.7014406228651486
FBXW4P1,ENSG00000230701,2.0855998534648452,0.7709806048953167,6.717891383106799,0.0023295389705591876,0.70140626613658,0.3909537308712565
FFAR2,ENSG00000126262,3.7707442648161975,3.2755842897927208,5.623956986823786,0.0024787479008167193,0.70140626613658,-0.7248888715006734
MGAM,ENSG00000282607,1.7826032333361805,2.7741297152073883,5.765544447942549,0.002497778045067984,0.70140626613658,-0.6039379200106438
LGR4,ENSG00000205213,-2.2577843558207964,-0.6663236577340185,-6.776368218243611,0.002520637179029553,0.70140626613658,0.6444270518982353
