pathway,pval,padj,log2err,ES,NES,size,leadingEdge,direction,path_clean,signif
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0026792908196920265,0.1312852501649093,0.4317076958033464,0.30842442879064924,1.4823304121841656,192,,Enriched in ΔSX,Interferon Gamma Response,
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.023026992785720644,0.5641613232501558,0.35248785758361917,0.33929813502054923,1.465638160352281,96,,Enriched in ΔSX,Interferon Alpha Response,
HALLMARK_ANGIOGENESIS,0.11619047619047619,0.715756704980843,0.1797823162983236,0.4148538357879731,1.3327663218157912,24,,Enriched in ΔSX,Angiogenesis,
HALLMARK_BILE_ACID_METABOLISM,0.12472647702407003,0.715756704980843,0.18643255843407516,-0.2945759808717949,-1.2380383103362052,77,,Enriched in ΔHC,Bile Acid Metabolism,
HALLMARK_COMPLEMENT,0.11538461538461539,0.715756704980843,0.17669426893849804,0.2526278793291311,1.1947346407590924,171,,Enriched in ΔSX,Complement,
HALLMARK_FATTY_ACID_METABOLISM,0.09829059829059829,0.715756704980843,0.2089550275493539,-0.2621739421616632,-1.2119605218593656,133,,Enriched in ΔHC,Fatty Acid Metabolism,
HALLMARK_HEME_METABOLISM,0.05934065934065934,0.715756704980843,0.27650059925447157,-0.25663841138617166,-1.2327140731070407,175,,Enriched in ΔHC,Heme Metabolism,
HALLMARK_KRAS_SIGNALING_UP,0.1314655172413793,0.715756704980843,0.1797823162983236,-0.25129410821817805,-1.176583613020625,143,,Enriched in ΔHC,Kras Signaling Up,
HALLMARK_TGF_BETA_SIGNALING,0.11368015414258188,0.715756704980843,0.18302393838448722,0.3325847898900089,1.2672089458349953,50,,Enriched in ΔSX,Tgf Beta Signaling,
HALLMARK_ADIPOGENESIS,0.8533333333333334,1,0.057852975703250924,-0.17895386144156103,-0.8577786439105675,177,,Enriched in ΔHC,Adipogenesis,
HALLMARK_ALLOGRAFT_REJECTION,0.4148550724637681,1,0.08383610571599288,0.21204722476916946,1.0130358330654055,177,,Enriched in ΔSX,Allograft Rejection,
HALLMARK_ANDROGEN_RESPONSE,0.8547486033519553,1,0.04959019569563381,0.1938297380929558,0.8180007163832144,89,,Enriched in ΔSX,Androgen Response,
HALLMARK_APICAL_JUNCTION,0.9868995633187773,1,0.050294806366235845,-0.1555187259597236,-0.7258639688432112,142,,Enriched in ΔHC,Apical Junction,
HALLMARK_APICAL_SURFACE,0.7552301255230126,1,0.060771945185353275,-0.23725144852536695,-0.8145498043714406,29,,Enriched in ΔHC,Apical Surface,
HALLMARK_APOPTOSIS,0.9981447124304267,1,0.04233183935185304,0.15006314208032812,0.6905619635372067,145,,Enriched in ΔSX,Apoptosis,
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.7546468401486989,1,0.05524956631252492,0.2098542643016025,0.8542122200105068,67,,Enriched in ΔSX,Cholesterol Homeostasis,
HALLMARK_COAGULATION,0.41911764705882354,1,0.08407455779107234,0.2408367912138915,1.0135888148211691,85,,Enriched in ΔSX,Coagulation,
HALLMARK_DNA_REPAIR,0.8938547486033519,1,0.04754341942013011,0.17752591286459235,0.817392587134575,146,,Enriched in ΔSX,Dna Repair,
